sms_id,sms_text,class
266,Yesterday its with me only . Now am going home.,benign
267,The carrier cannot deliver because your package address is not detailed. Please update the address details. uspalterigt.info/wt2e,smishing
268,K come to nordstrom when you're done,benign
269,$80 Gift Card - HomeDepot Survey http://esteemcomm.shopping/vtsk9N,smishing
270,make sure to pick up what they have at Cost co because they hardly ever give away 60$. So you have to get it when you can. http://tonestrength.financial/7Mu7T15C ,smishing
271,FRM:AMEX@Message SUBJ:Card Alert MSG:Card Alert;Card Alert http://www.americanexpress-message.com,smishing
272,Track your order every step of the way in the Shop app: https://qvay.app.link/e/VVhoag801tb Reply STOP to unsubscribe Track your order every step of the way in the Shop app: https://shop.app/download Reply STOP to unsubscribe Track your order every step of the way in the Shop app: https://shop.app/download Reply STOP to unsubscribe,smishing
273,INTERAC e-Transfer received: CANADA REVENUE AGENCY has sent you an $498.27 INTERAC e-Transfer. Click here to deposit https://canadaclimateincentive.ca,smishing
274,I keep ten rs in my shelf:) buy two egg.,benign
275,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,benign
276,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,benign
277,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,benign
278,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.uipackage.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",smishing
279,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,benign
280,Get Her Dripping freaking Wet After One Xbfool.com/2bJUlu,smishing
281,4 DIME CON CONEXIÓN DIVINA YA ESTA DISPONIBLE/ DIME WITH CONEXIÓN DIVINA IS OUT NOW https://llo.to/t/P9H03 O,smishing
282,PHONE COMPROMISED: Your device scan revealed (3) extremely malicious files. Delete them IMMEDIATELY to secure your data hwqpzhm.com/QVdV9ppD,smishing
283,URGENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,smishing
284,"Good morning, my name is Sergeant Vo, a career counselor for the military in Clovis, CA. I'm reaching out to see if you would be interested in sitting down for more information about the Army benefits and programs, including money for education and up to $50,000 in bonuses.",smishing
285,Welcome to DietFix. Just 1 cup before bed can shed 28 lbs in 4 weeks.Check wlness21.com/3qOV Freq varies.Msg&data rates may apply.Help for help.Stop to Stop,smishing
286,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,benign
287,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... God bless U",benign
288,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",smishing
289,"Not really dude, have no friends i'm afraid :(",benign
290,"Dear, will call Tmorrow.pls accomodate.",benign
291,Pls send me the correct name da.,benign
292,EDDDCaBofa_Alert: Your prepaid card starting 4427*** has been deactivated. Click below to reactivate now. https://visa-reactivate.info/index2.html,smishing
293,Wat ü doing now?,benign
294,	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,smishing
295,"https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",smishing
296,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",benign
297,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckmypost.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day",smishing
298,"Dear Sir Your Bank card has been blocked because you did not updated yet, If you want to update your ATM card please contact +971586153091 +971523182746",smishing
299,1-1/ CO.STCO HOLIDays for CID#30859 https:/30859------::http://194.87.140.6#yfuy.php Send 0 to stop ==79,smishing
300,"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TO?samsungzoneuk@outlook.com",smishing
301,I accidentally deleted the message. Resend please.,benign
302,Please leave this topic..sorry for telling that..,benign
303,"In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!",smishing
304,SHOCKING NEWS: Dr oz:broadoblong.com/PXPRjLI,smishing
305,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,benign
306,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",benign
307,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,smishing
308,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: consensuscelebrated.com/5hTSjyzHWc",smishing
309,You stayin out of trouble stranger!!saw Dave the other day he’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,benign
310,"We have received a request from you for purchasing Paytm Payments Bank FASTag. Total amount to be paid is Rs 250/- (Tag Cost Rs. 100 Security Deposit Rs. 0, Threshold -Rs. 150). In case of any queries, please contact us at https://m.paytm.me/fastag-help",smishing
311,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,benign
312,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://matop.xyz/nxa1TK (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day O",smishing
313,"K, I might come by tonight then if my class lets out early",benign
314,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,benign
315,He is world famamus....,benign
316,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,benign
317,Are you there in room.,benign
318,	I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),smishing
319,Super da:)good replacement for murali,benign
320,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... Wish u a happy birth day",benign
321,Dont talk to him ever ok its my word.,benign
322,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,benign
323,"As usual..iam fine, happy &amp; doing well..:) what about u?",benign
324,I'm very happy for you babe ! Woo hoo party on dude!,benign
325,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! ",smishing
326,You will be in the place of that man?so be alert?,benign
327,If you have ever been to Cost co you qualify for this amazing give-a-way http://pricesever.financial/j07mFgmb,smishing
328,Wat would u like 4 ur birthday?,benign
329,Then dun wear jeans lor...,benign
330,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,smishing
331,In e msg jus now. U said thanks for gift.,benign
332,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,benign
333,Wot about on wed nite I am 3 then but only til 9!,benign
334,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,smishing
335,It's Nicole again Office: 18665841391 It appears you may be eligible for compensation on your Injury. Can you give me a quick call please? - STOP to STOP,smishing
336,	Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,smishing
337,I went to ur hon lab but no one is there.,benign
338,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! Happy new year! n5d4q.info/KmxyTy5uNN ,smishing
339,"Obtain $100. EASY! You just need to provide some information, and you'll soon be rich! http://obliquerupture.directory/rvgFs6Ae",smishing
340,	You have 1 new voicemail. Please call 08719181513.,smishing
341,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538,smishing
342,Okie,benign
343,We are both fine. Thanks,benign
344,Please CALL 08712402779 immediately as there is an urgent message waiting for you,smishing
345,In which place i can get rooms cheap:-),benign
346,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",smishing
